Название,Характеристики,Цена,Страрая цена 
"Смартфон ASUS ZenFone Max Pro M1 32Gb, ZB602KL, черный "," Код: 1063320; ОС Android 8.1, экран: 6"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 636, , 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, время работы в режиме разговора, до: 42ч, в режиме ожидания, до: 840ч, оперативная память: 3Гб, встроенная память:... ", 11 990 руб.,-
"Смартфон ASUS ZenFone Max Pro M1 32Gb, ZB602KL, серебристый "," Код: 1063331; ОС Android 8.1, экран: 6"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 636, , 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, время работы в режиме разговора, до: 42ч, в режиме ожидания, до: 840ч, оперативная память: 3Гб, встроенная память:... ", 11 990 руб.,-
"Смартфон SAMSUNG Galaxy J6+ (2018) 32Gb, SM-J610F, красный "," Код: 1089324; ОС Android 8.1, экран: 6"", TFT, 1480×720, процессор: 1400МГц, 4-х ядерный, камера: 13Мп, GPS, ГЛОНАСС, время работы в режиме разговора, до: 23ч, оперативная память: 3Гб, встроенная память: 32Гб ", 11 990 руб.,-
"Смартфон HONOR 7C Pro 32Gb, золотистый "," Код: 1085446; ОС Android 8.0, экран: 5.99"", IPS, 1440×720, процессор: Qualcomm Snapdragon 450, 1800МГц, 8-ми ядерный, камера: 13Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 11 990 руб.,-
"Смартфон MOTOROLA G7 Play 32Gb, XT1952-1, темно-синий "," Код: 1112702; ОС Android 9.0, экран: 5.69"", IPS, 1512×720, процессор: Qualcomm Snapdragon 632, 1800МГц, 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, оперативная память: 2Гб, встроенная память: 32Гб ", 11 990 руб.,-
"Смартфон NUBIA V18 64Gb, черный "," Код: 1090320; ОС Android 7.0, экран: 6"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 625, 2000МГц, 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, оперативная память: 4Гб, встроенная память: 64Гб ", 11 990 руб., 12 990 руб.
"Смартфон HONOR 7C Pro 32Gb, синий "," Код: 1085455; ОС Android 8.0, экран: 5.99"", IPS, 1440×720, процессор: Qualcomm Snapdragon 450, 1800МГц, 8-ми ядерный, камера: 13Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 11 990 руб.,-
"Смартфон NUBIA Z17 Mini 64Gb, золотистый "," Код: 1053104; ОС Android 6.0, экран: 5.2"", LTPS, 1920×1080, процессор: Qualcomm Snapdragon 652, , 8-ми ядерный, камера: 13Мп, GPS, ГЛОНАСС, оперативная память: 4Гб, встроенная память: 64Гб ", 12 490 руб.,-
"Смартфон NOKIA 5.1 Plus 32Gb, черный "," Код: 1102662; ОС Android 8.1, экран: 5.8"", IPS, 1520×720, процессор: Helio P60, 1800МГц, 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 12 880 руб.,-
"Смартфон NOKIA 5.1 Plus 32Gb, белый "," Код: 1105657; ОС Android 8.1, экран: 5.8"", IPS, 1520×720, процессор: Helio P60, 1800МГц, 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 12 880 руб.,-
"Смартфон NOKIA 5.1 Plus 32Gb, синий "," Код: 1102663; ОС Android 8.1, экран: 5.8"", IPS, 1520×720, процессор: Helio P60, 1800МГц, 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 12 880 руб.,-
"Смартфон XIAOMI Redmi 5 plus 64Gb, розовый "," Код: 1128290; ОС Android 7.1, экран: 5.99"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 625, 2000МГц, 8-ми ядерный, камера: 12Мп, GPS, ГЛОНАСС, в режиме ожидания, до: 408ч, чехол в комплекте, оперативная память: 4Гб, встроенная память: 64Гб ", 12 900 руб.,-
"Смартфон XIAOMI Redmi 6 32Gb, черный "," Код: 1083246; ОС Android 8.1, экран: 5.45"", IPS, 1440×720, процессор: MediaTek Helio P22, 2000МГц, 8-ми ядерный, камера: 12Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 9990 руб.,-
"Смартфон XIAOMI Mi A2 Lite 32Gb, золотистый "," Код: 1083256; ОС Android 8.1, экран: 5.84"", IPS, 2280×1080, процессор: Qualcomm Snapdragon 625, 2000МГц, 8-ми ядерный, камера: 12Мп, GPS, ГЛОНАСС, время работы в режиме разговора, до: 19.5ч, оперативная память: 3Гб, встроенная память: 32Гб ", 12 990 руб.,-
"Смартфон XIAOMI Mi A2 Lite 32Gb, голубой "," Код: 1084335; ОС Android 8.1, экран: 5.84"", IPS, 2280×1080, процессор: Qualcomm Snapdragon 625, 2000МГц, 8-ми ядерный, камера: 12Мп, GPS, ГЛОНАСС, время работы в режиме разговора, до: 19.5ч, оперативная память: 3Гб, встроенная память: 32Гб ", 12 990 руб.,-
"Смартфон XIAOMI Mi A2 64Gb, голубой "," Код: 1084341; ОС Android 8.1, экран: 5.99"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 660, 2200МГц, 8-ми ядерный, камера: 20Мп, GPS, ГЛОНАСС, оперативная память: 4Гб, встроенная память: 64Гб ", 16 990 руб.,-
Смартфон PRESTIGIO Wize черный ," Код: 1084509; ОС Android 7.0, экран: 5"", TN, 960×480, процессор: Spreadtrum SC7731c, 1200МГц, 4-х ядерный, камера: 8Мп, FM-радио, оперативная память: 1Гб, встроенная память: 8Гб ", 2990 руб., 3990 руб.
Смартфон PRESTIGIO Wize синий ," Код: 1084510; ОС Android 7.0, экран: 5"", TN, 960×480, процессор: Spreadtrum SC7731c, 1200МГц, 4-х ядерный, камера: 8Мп, FM-радио, оперативная память: 1Гб, встроенная память: 8Гб ", 2990 руб., 3990 руб.
Смартфон PRESTIGIO Grace P7 LTE синий ," Код: 1084513; ОС Android 7.0, экран: 5.7"", IPS, 1440×720, процессор: MediaTek MT6737, 1300МГц, 4-х ядерный, камера: 13Мп, FM-радио, GPS, оперативная память: 2Гб, встроенная память: 16Гб ", 6600 руб.,-
Смартфон PRESTIGIO Grace P7 LTE золотистый ," Код: 1084516; ОС Android 7.0, экран: 5.7"", IPS, 1440×720, процессор: MediaTek MT6737, 1300МГц, 4-х ядерный, камера: 13Мп, FM-радио, GPS, оперативная память: 2Гб, встроенная память: 16Гб ", 6600 руб.,-
Смартфон PRESTIGIO Muze E7 LTE синий ," Код: 1084529; ОС Android 7.0, экран: 5.5"", IPS, 1280×640, процессор: Spreadtrum SC9832, 1300МГц, 4-х ядерный, камера: 8Мп, FM-радио, GPS, оперативная память: 1Гб, встроенная память: 8Гб ", 5150 руб.,-
Смартфон PRESTIGIO Muze E7 LTE черный ," Код: 1084532; ОС Android 7.0, экран: 5.5"", IPS, 1280×640, процессор: Spreadtrum SC9832, 1300МГц, 4-х ядерный, камера: 8Мп, FM-радио, GPS, оперативная память: 1Гб, встроенная память: 8Гб ", 5810 руб.,-
Смартфон PRESTIGIO Muze E7 LTE красный ," Код: 1084533; ОС Android 7.0, экран: 5.5"", IPS, 1280×640, процессор: Spreadtrum SC9832, 1300МГц, 4-х ядерный, камера: 8Мп, FM-радио, GPS, оперативная память: 1Гб, встроенная память: 8Гб ", 5480 руб., 5800 руб.
Смартфон PRESTIGIO Grace LTE черный ," Код: 1085158; ОС Android 7.0, экран: 5"", IPS, 1280×720, процессор: MediaTek MT6737, 1100МГц, 4-х ядерный, камера: 13Мп, FM-радио, оперативная память: 1Гб, встроенная память: 16Гб ", 4200 руб.,-
"Смартфон HONOR 7C Pro 32Gb, синий "," Код: 1085455; ОС Android 8.0, экран: 5.99"", IPS, 1440×720, процессор: Qualcomm Snapdragon 450, 1800МГц, 8-ми ядерный, камера: 13Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 11 990 руб.,-
"Смартфон ZTE Blade A530, синий "," Код: 1088827; ОС Android 8.1, экран: 5.45"", IPS, 1280×720, процессор: MediaTek MT6739, 1300МГц, 4-х ядерный, камера: 13Мп, GPS, оперативная память: 2Гб, встроенная память: 16Гб ", 5990 руб., 6990 руб.
"Смартфон ZTE Blade A530, серый "," Код: 1088834; ОС Android 8.1, экран: 5.45"", IPS, 1280×720, процессор: MediaTek MT6739, 1300МГц, 4-х ядерный, камера: 13Мп, GPS, оперативная память: 2Гб, встроенная память: 16Гб ", 5990 руб., 6990 руб.
"Смартфон ZTE Blade V9 64Gb, синий "," Код: 1088868; ОС Android 8.1, экран: 5.7"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 450, 1800МГц, 8-ми ядерный, камера: 16Мп, FM-радио, GPS, ГЛОНАСС, время работы в режиме разговора, до: 8ч, в режиме ожидания, до: 200ч, оперативная память: 4Гб, встроенная... ", 13 490 руб.,-
"Смартфон GINZZU S5230, черный "," Код: 1089634; ОС Android 7.0, экран: 5"", IPS, 1280×720, процессор: MediaTek MT6737, 1250МГц, 4-х ядерный, камера: 8Мп, FM-радио, GPS, оперативная память: 1Гб, встроенная память: 8Гб ", 4700 руб.,-
"Смартфон NUBIA V18 64Gb, черный "," Код: 1090320; ОС Android 7.0, экран: 6"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 625, 2000МГц, 8-ми ядерный, камера: 13Мп, FM-радио, GPS, ГЛОНАСС, оперативная память: 4Гб, встроенная память: 64Гб ", 11 990 руб., 12 990 руб.
"Смартфон XIAOMI Mi MIX2S 64Gb, белый "," Код: 1091275; ОС Android 8.0, экран: 5.99"", IPS, 2160×1080, процессор: Qualcomm Snapdragon 845, 2800МГц, 8-ми ядерный, камера: 12Мп, GPS, ГЛОНАСС, оперативная память: 6Гб, встроенная память: 64Гб ", 31 990 руб.,-
"Смартфон MEIZU M6s 32Gb, M712H, черный "," Код: 1091871; ОС Android 7.1.1, экран: 5.7"", IPS, 1440×720, процессор: Samsung Exynos 7872, 2000МГц, 6-ти ядерный, камера: 16Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 10 990 руб.,-
"Смартфон MEIZU M6s 32Gb, M712H, серебристый "," Код: 1091874; ОС Android 7.1.1, экран: 5.7"", IPS, 1440×720, процессор: Samsung Exynos 7872, 2000МГц, 6-ти ядерный, камера: 16Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 32Гб ", 10 990 руб.,-
"Смартфон MEIZU M6s 64Gb, M712H, серебристый "," Код: 1091876; ОС Android 7.1.1, экран: 5.7"", IPS, 1440×720, процессор: Samsung Exynos 7872, 2000МГц, 6-ти ядерный, камера: 16Мп, GPS, ГЛОНАСС, оперативная память: 3Гб, встроенная память: 64Гб ", 13 390 руб.,-
